 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
44:42 |    75 |     3.000e-04 |    48.1435 |         24.7884 |     2.9268 |          3.3601 |             110
44:42 |    76 |     3.000e-04 |    48.6655 |         24.6322 |     1.6071 |          3.3411 |             110
44:43 |    77 |     3.000e-04 |    45.4279 |         24.9753 |     2.2656 |          3.3881 |             110
44:43 |    78 |     3.000e-04 |    47.7879 |         24.0084 |     1.7532 |          3.3077 |             110
44:44 |    79 |     3.000e-04 |    46.4642 |         22.9077 |     2.2274 |          3.2405 |             110
44:44 |    80 |     3.000e-04 |    46.6403 |         25.1479 |     1.9596 |          3.3762 |             110
44:45 |    81 |     3.000e-04 |    45.4243 |         23.2425 |     2.3003 |          3.2677 |             110
44:45 |    82 |     3.000e-04 |    44.8258 |         24.5692 |     1.8133 |          3.3616 |             110
44:45 |    83 |     3.000e-04 |    44.0434 |         24.1645 |     2.1431 |          3.2989 |             110
44:46 |    84 |     3.000e-04 |    44.1274 |         24.1509 |     1.4139 |          3.3079 |             110
44:46 |    85 |     3.000e-04 |    44.0643 |         22.3176 |     2.1833 |          3.2650 |             110
44:47 |    86 |     3.000e-04 |    43.6015 |         22.3984 |     2.9290 |          3.1901 |             110
44:47 |    87 |     3.000e-04 |    44.1179 |         21.8579 |     1.5934 |          3.1567 |             110
44:48 |    88 |     3.000e-04 |    42.8904 |         21.1324 |     3.0050 |          3.1148 |             110
44:49 |    89 |     3.000e-04 |    43.9331 |         20.5841 |     2.1930 |          3.0541 |             110
44:49 |    90 |     3.000e-04 |    43.0470 |         21.8733 |     2.0551 |          3.1876 |             110
44:49 |    91 |     3.000e-04 |    42.2243 |         21.0393 |     1.8015 |          3.1136 |             110
44:50 |    92 |     3.000e-04 |    42.4084 |         21.0870 |     1.4009 |          3.1121 |             110
44:50 |    93 |     3.000e-04 |    41.3736 |         19.2649 |     2.3868 |          2.9675 |             110
44:51 |    94 |     3.000e-04 |    42.9181 |         20.9711 |     2.2550 |          3.0857 |             110
44:51 |    95 |     3.000e-04 |    42.5787 |         20.8310 |     1.7808 |          3.0746 |             110
44:51 |    96 |     3.000e-04 |    41.2996 |         20.6928 |     2.0090 |          3.0772 |             110
44:52 |    97 |     3.000e-04 |    41.2942 |         19.8349 |     2.3049 |          3.0014 |             110
44:52 |    98 |     3.000e-04 |    41.0272 |         19.8853 |     2.3449 |          2.9908 |             110
44:53 |    99 |     3.000e-04 |    40.3387 |         19.8268 |     2.2878 |          3.0049 |             110
44:53 |   100 |     3.000e-04 |    40.9717 |         19.6287 |     3.3581 |          3.0018 |             110
